Last login: Thu Feb  8 11:15:29 on ttys000
Shivams-MacBook-Pro:~ shivamkumar$ ps -ef
  UID   PID  PPID   C STIME   TTY           TIME CMD
  501   506     1   0  1:57PM ??         0:01.77 /System/Library/PrivateFrameworks/GameCenterFoundation.framework/Versions/A/gamed
  501   507     1   0  1:57PM ??         0:00.08 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  501   508     1   0  1:57PM ??         0:07.77 /System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  501   509     1   0  1:57PM ??         0:00.61 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
  260   511     1   0  1:57PM ??         0:00.06 /usr/libexec/nfcd
  501   516     1   0  1:57PM ??         0:06.01 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History
  501   517     1   0  1:57PM ??         0:01.59 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
  501   523     1   0  1:57PM ??         0:00.09 /usr/libexec/SafariNotificationAgent
  501   524     1   0  1:57PM ??         0:02.04 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
    0   525     1   0  1:57PM ??         0:00.53 /usr/libexec/dprivacyd
    0   529     1   0  1:58PM ??         0:01.83 /System/Library/CoreServices/ReportCrash daemon
  501   532     1   0  1:59PM ??         0:00.10 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501   537     1   0  1:59PM ??         0:01.89 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  501   540     1   0  1:59PM ??         1:14.96 /Applications/Utilities/System Information.app/Contents/MacOS/System Information
  501   546     1   0  1:59PM ??         0:01.69 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeuid.app/Contents/MacOS/storeuid
  501   548     1   0  1:59PM ??         0:00.02 /System/Library/PrivateFrameworks/StoreXPCServices.framework/Versions/A/XPCServices/com.apple.appstore.PluginXPCService.xpc/Contents/MacOS/com.apple.appstore.PluginXPCService
  501   558     1   0  2:00PM ??         0:02.67 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd
  501   559     1   0  2:00PM ??         0:00.01 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501   560     1   0  2:00PM ??         0:00.19 /System/Library/PrivateFrameworks/CloudDocsDaemon.framework/PlugIns/CloudDocsStorageManagement.appex/Contents/MacOS/CloudDocsStorageManagement
  501   561     1   0  2:00PM ??         0:00.80 /System/Library/PrivateFrameworks/StorageManagement.framework/PlugIns/OtherUsersExtension.appex/Contents/MacOS/OtherUsersExtension
  501   562     1   0  2:00PM ??         0:00.36 /Applications/iBooks.app/Contents/PlugIns/DiskSpaceEfficiency.appex/Contents/MacOS/DiskSpaceEfficiency
  501   563     1   0  2:00PM ??         0:00.08 /System/Library/PrivateFrameworks/StorageManagement.framework/PlugIns/iOSFilesExtension.appex/Contents/MacOS/iOSFilesExtension
  501   564     1   0  2:00PM ??         0:03.07 /Applications/Mail.app/Contents/PlugIns/MailStorageManagement.appex/Contents/MacOS/MailStorageManagement
  501   565     1   0  2:00PM ??         0:01.04 /Applications/Photos.app/Contents/PlugIns/PhotosStorageExtension.appex/Contents/MacOS/PhotosStorageExtension
  501   566     1   0  2:00PM ??         0:01.90 /System/Library/PrivateFrameworks/StorageManagement.framework/PlugIns/GarageBandExtension.appex/Contents/MacOS/GarageBandExtension
  501   567     1   0  2:00PM ??         0:00.17 /System/Library/PrivateFrameworks/StorageManagement.framework/PlugIns/Trash.appex/Contents/MacOS/Trash
  501   568     1   0  2:00PM ??         0:01.97 /System/Library/PrivateFrameworks/StorageManagement.framework/PlugIns/Applications.appex/Contents/MacOS/Applications
  501   569     1   0  2:00PM ??         0:00.14 /Applications/Parallels Desktop.app/Contents/PlugIns/com.parallels.desktop.console.DiskUsage.appex/Contents/MacOS/com.parallels.desktop.console.DiskUsage
  501   570     1   0  2:00PM ??         0:00.26 /Applications/iTunes.app/Contents/PlugIns/iTunesStorageExtension.appex/Contents/MacOS/iTunesStorageExtension
  501   571     1   0  2:00PM ??         0:00.08 /Applications/Messages.app/Contents/PlugIns/Messages Storage Management Extension.appex/Contents/MacOS/Messages Storage Management Extension
  501   572     1   0  2:00PM ??         0:00.07 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.MobileDocumentsFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.MobileDocumentsFileProvider
  501   573     1   0  2:00PM ??         0:00.10 /System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService
  501   574     1   0  2:00PM ??         0:00.39 /Library/Frameworks/iTunesLibrary.framework/Versions/A/XPCServices/com.apple.iTunesLibraryService.xpc/Contents/MacOS/com.apple.iTunesLibraryService
    0   575     1   0  2:00PM ??         0:01.68 /System/Library/PrivateFrameworks/SystemMigration.framework/Resources/systemmigrationd
    0   576     1   0  2:00PM ??         0:14.82 /System/Library/PrivateFrameworks/StorageKit.framework/Resources/storagekitd
  501   625     1   0  2:00PM ??         0:00.05 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  501   631     1   0  2:01PM ??         0:45.49 /Applications/Photos.app/Contents/MacOS/Photos
  501   632     1   0  2:01PM ??         0:00.29 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501   633     1   0  2:01PM ??         0:00.05 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  501   634     1   0  2:01PM ??         0:01.65 /System/Library/Frameworks/MediaLibrary.framework/Versions/A/XPCServices/com.apple.MediaLibraryService.xpc/Contents/MacOS/com.apple.MediaLibraryService
    0   636     1   0  2:01PM ??         0:00.20 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501   638     1   0  2:01PM ??         0:00.38 /Library/Frameworks/iTunesLibrary.framework/Versions/A/XPCServices/com.apple.iTunesLibraryService.xpc/Contents/MacOS/com.apple.iTunesLibraryService
  501   647     1   0  2:01PM ??         0:00.20 /System/Library/PrivateFrameworks/PhotoLibraryPrivate.framework/Versions/A/Frameworks/PhotoLibraryServices.framework/Versions/A/XPCServices/com.apple.photomodel.xpc/Contents/MacOS/com.apple.photomodel
  501   652     1   0  2:02PM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501   654     1   0  2:02PM ??         0:00.25 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501   658     1   0  2:04PM ??         0:03.28 /Applications/System Preferences.app/Contents/MacOS/System Preferences
  501   664     1   0  2:04PM ??         0:00.10 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  258   670     1   0  2:06PM ??         0:00.63 /usr/libexec/captiveagent
  501   673     1   0  2:06PM ??         0:00.42 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   674     1   0  2:06PM ??         0:00.37 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   675     1   0  2:06PM ??         0:00.02 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501   688     1   0  2:06PM ??         0:01.83 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501   710     1   0  2:13PM ??         0:03.32 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  501   842     1   0  3:44PM ??         0:00.08 /System/Library/Frameworks/Security.framework/Versions/A/Resources/KeychainSyncingOverIDSProxy.bundle/Contents/MacOS/KeychainSyncingOverIDSProxy
  501   843     1   0  3:44PM ??         0:00.08 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  501   854     1   0  3:44PM ??         0:00.49 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
    0   876     1   0  3:44PM ??         0:00.66 /usr/libexec/taskgated -s
  501   881     1   0  3:45PM ??         0:01.31 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/XPCServices/com.apple.CommerceKit.TransactionService.xpc/Contents/MacOS/com.apple.CommerceKit.TransactionService
    0  1057     1   0  4:01PM ??         0:00.01 /usr/libexec/periodic-wrapper daily
  501  1059     1   0  4:01PM ??         0:00.44 /usr/libexec/silhouette
    0  1068     1   0  4:01PM ??         0:01.05 /usr/sbin/cupsd -l
    0  1142     1   0  4:03PM ??         0:00.04 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeinstalld
  501  1143     1   0  4:03PM ??         0:00.08 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/XPCServices/com.apple.CommerceKit.TransactionService.xpc/Contents/MacOS/com.apple.CommerceKit.TransactionService
  501  1284     1   0  4:23PM ??         0:01.12 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501  1742     1   0  5:15PM ??         0:09.31 /Applications/Utilities/Keychain Access.app/Contents/MacOS/Keychain Access
  501  1749     1   0  5:20PM ??         0:00.02 /System/Library/CoreServices/ReportCrash agent
  501  2040     1   0 10:23PM ??         0:00.09 /System/Library/PrivateFrameworks/NotesShared.framework/Versions/A/XPCServices/com.apple.Notes.datastore.xpc/Contents/MacOS/com.apple.Notes.datastore
  235  2116     1   0 10:44PM ??         0:00.81 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
  501  2341     1   0 12:00AM ??         0:00.04 /System/Library/PrivateFrameworks/StorageManagement.framework/Resources/diskspaced
  501  2688     1   0 10:00AM ??         0:01.19 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
  501  2691     1   0 10:00AM ??         0:00.11 /Library/Frameworks/iTunesLibrary.framework/Versions/A/XPCServices/com.apple.iTunesLibraryService.xpc/Contents/MacOS/com.apple.iTunesLibraryService
  501  2698     1   0 10:01AM ??         0:00.13 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
  501  2699     1   0 10:01AM ??         0:00.09 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
  501  2701     1   0 10:01AM ??         0:00.99 /System/Library/PrivateFrameworks/CloudServices.framework/Versions/A/XPCServices/com.apple.sbd.xpc/Contents/MacOS/com.apple.sbd
  257  2705     1   0 10:02AM ??         0:00.02 /usr/libexec/DataDetectorsSourceAccess
  501  2795     1   0 10:32AM ??         0:00.56 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
    0  2828     1   0 10:42AM ??         0:00.13 /usr/sbin/ocspd
  501  2836     1   0 10:48AM ??         0:00.40 /System/Library/Frameworks/QuickLook.framework/Resources/quicklookd.app/Contents/MacOS/quicklookd
  501  2853     1   0 10:59AM ??         1:00.89 /Applications/Safari.app/Contents/MacOS/Safari
  501  2863     1   0 10:59AM ??         0:19.52 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  501  2864     1   0 10:59AM ??         0:00.58 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  2865     1   0 10:59AM ??         0:00.59 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  2866     1   0 10:59AM ??         0:00.23 /usr/libexec/webinspectord
  222  2867     1   0 10:59AM ??         0:00.05 /usr/sbin/netbiosd
  501  2868     1   0 10:59AM ??         0:00.78 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Storage.xpc/Contents/MacOS/com.apple.WebKit.Storage
  501  2869     1   0 10:59AM ??         0:00.49 /System/Library/Frameworks/QuickLook.framework/Versions/A/Resources/quicklookd.app/Contents/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  501  2870     1   0 10:59AM ??         0:01.01 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  2878     1   0 10:59AM ??         0:00.63 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
  501  2881     1   0 10:59AM ??         0:00.04 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.ImageDecoder.xpc/Contents/MacOS/com.apple.Safari.ImageDecoder
  501  2883     1   0 10:59AM ??         0:00.10 /System/Library/PrivateFrameworks/PrintingPrivate.framework/Versions/A/PrintUITool
  501  2935     1   0 11:03AM ??         1:19.62 /Applications/uTorrent.app/Contents/MacOS/uTorrent -psn_0_762042
  501  2936     1   0 11:03AM ??         0:00.06 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
  501  2946     1   0 11:04AM ??         1:41.48 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  2951     1   0 11:06AM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0  2954     1   0 11:08AM ??         0:07.30 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Support/mds
    0  2955     1   0 11:08AM ??         0:19.13 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
  501  2957     1   0 11:08AM ??         0:00.68 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
   89  2974     1   0 11:08AM ??         0:00.27 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  2983     1   0 11:08AM ??         0:04.90 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  2984     1   0 11:08AM ??         0:04.93 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  2985     1   0 11:08AM ??         0:04.99 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  2986     1   0 11:08AM ??         0:05.20 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501  2988     1   0 11:08AM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501  2990     1   0 11:09AM ??         0:00.29 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  2996     1   0 11:09AM ??         0:00.19 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  3015     1   0 11:10AM ??         0:00.10 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  3017     1   0 11:10AM ??         0:00.10 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  3018     1   0 11:10AM ??         0:00.10 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  3019     1   0 11:10AM ??         0:00.10 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
   89  3020     1   0 11:10AM ??         0:00.08 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
   89  3021     1   0 11:10AM ??         0:00.19 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
   89  3022     1   0 11:10AM ??         0:00.12 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
   89  3023     1   0 11:10AM ??         0:00.16 /usr/libexec/trustd --agent
  501  3035     1   0 11:10AM ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  3036     1   0 11:10AM ??         0:00.09 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker -c MDSImporterWorker -m com.apple.mdworker.single
  501  3038     1   0 11:10AM ??         0:05.71 /Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
  501  3090     1   0 11:15AM ??         0:08.41 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  3106     1   0 11:19AM ??         0:02.26 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501  3116     1   0 11:21AM ??         0:03.05 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
    0  3117  3038   0 11:21AM ttys000    0:00.03 login -pf shivamkumar
  501  3118  3117   0 11:21AM ttys000    0:00.02 -bash
    0  3124  3118   0 11:21AM ttys000    0:00.00 ps -ef
Shivams-MacBook-Pro:~ shivamkumar$ top

Processes: 361 total, 4 running, 357 sleeping, 1217 threads            11:22:20
Load Avg: 1.50, 1.73, 1.69  CPU usage: 7.19% user, 6.95% sys, 85.85% idle
SharedLibs: 233M resident, 65M data, 33M linkedit.
MemRegions: 59256 total, 2063M resident, 108M private, 731M shared.
PhysMem: 8109M used (1721M wired), 82M unused.
VM: 2931G vsize, 1116M framework vsize, 10783(0) swapins, 25740(0) swapouts.
Networks: packets: 1153665/1413M in, 877392/89M out.
Disks: 741590/16G read, 721209/20G written.

PID   COMMAND      %CPU TIME     #TH   #WQ  #PORT MEM    PURG   CMPRS  PGRP PPID
3126  automountd   0.0  00:00.02 7     1    30    1184K  0B     0B     3126 1
3125  top          3.6  00:01.97 1/1   0    24    3272K  0B     0B     3125 3118
3118  bash         0.0  00:00.01 1     0    19    904K   0B     0B     3118 3117
3117  login        0.0  00:00.03 2     1    30    1564K  0B     0B     3117 3038
3116  com.apple.We 0.0  00:03.26 8     2    384   102M   7224K  0B     3116 1
3106  VTDecoderXPC 0.0  00:02.26 2     1    48    5224K  0B     0B     3106 1
3090  com.apple.We 0.1  00:08.50 7     1    371   82M    22M    0B     3090 1
3038  Terminal     2.6  00:10.74 11    5    675   52M    7356K  0B     3038 1
3036  mdworker     0.0  00:00.09 3     1    51    3188K  0B     0B     3036 1
3035  mdworker     0.0  00:00.08 3     1    52    3172K  0B     0B     3035 1
3023  trustd       0.0  00:00.16 3     2    49    4160K  228K   0B     3023 1
3022  mdworker     0.0  00:00.11 4     1    54    8164K  0B     0B     3022 1
3021  mdworker     0.0  00:00.18 3     1    57    4648K  0B     0B     3021 1
3020  mdworker     0.0  00:00.08 3     1    45    3104K  0B     0B     3020 1
